Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Total,Date,Time,Payment,Payments_fee,Gross_income,Cost_price,Unit_cost
563-36-9814,A,Yangon,Member,Male,Electronic accessories,80.66,1,80.66,2019-02-13 00:00:00.000000000,2023-11-05 18:27:00.000000000,Ewallet,1.21,12.1,68.56,68.56
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,31.04,5,155.19,2019-02-13 00:00:00.000000000,2023-11-05 16:59:00.000000000,Cash,0.0,38.8,116.39,23.28
173-50-1108,B,Mandalay,Member,Female,Sports and travel,21.19,4,84.76,2019-02-13 00:00:00.000000000,2023-11-05 12:14:00.000000000,Credit card,2.54,12.71,72.05,18.01
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,97.63,2,195.26,2019-02-13 00:00:00.000000000,2023-11-05 15:06:00.000000000,Credit card,5.86,48.82,146.44,73.22
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,14.38,6,86.25,2019-02-13 00:00:00.000000000,2023-11-05 13:59:00.000000000,Cash,0.0,12.94,73.31,12.22
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,15.62,2,31.23,2019-02-13 00:00:00.000000000,2023-11-05 18:15:00.000000000,Credit card,0.94,3.75,27.48,13.74
587-03-7458,C,Naypyitaw,Normal,Female,Clothes and accessories,10.2,8,81.61,2019-02-13 00:00:00.000000000,2023-11-05 17:32:00.000000000,Ewallet,1.13,5.71,75.9,9.49
895-03-6661,B,Mandalay,Member,Female,Clothes and accessories,9.81,7,68.64,2019-02-13 00:00:00.000000000,2023-11-05 10:59:00.000000000,Cash,1.28,4.8,63.84,9.12
849-09-3807,C,Naypyitaw,Member,Female,Clothes and accessories,13.88,6,83.28,2019-02-13 00:00:00.000000000,2023-11-05 13:30:00.000000000,Cash,3.71,5.83,77.45,12.91
853-23-2453,B,Mandalay,Member,Male,Health and beauty,79.53,4,318.11,2019-02-14 00:00:00.000000000,2023-11-05 14:35:00.000000000,Cash,0.0,69.98,248.13,62.03
638-60-7125,A,Yangon,Normal,Female,Electronic accessories,104.54,8,836.3,2019-02-14 00:00:00.000000000,2023-11-05 17:03:00.000000000,Credit card,25.09,125.45,710.85,88.86
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,104.34,2,208.68,2019-02-14 00:00:00.000000000,2023-11-05 17:29:00.000000000,Cash,0.0,25.04,183.64,91.82
150-89-8043,A,Yangon,Normal,Male,Sports and travel,46.88,3,140.65,2019-02-14 00:00:00.000000000,2023-11-05 15:04:00.000000000,Cash,0.0,21.1,119.55,39.85
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,29.04,10,290.43,2019-02-14 00:00:00.000000000,2023-11-05 11:26:00.000000000,Credit card,8.71,34.85,255.58,25.56
109-86-4363,B,Mandalay,Member,Female,Sports and travel,63.08,7,441.59,2019-02-14 00:00:00.000000000,2023-11-05 11:36:00.000000000,Credit card,13.25,66.24,375.35,53.62
528-14-9470,A,Yangon,Member,Female,Health and beauty,95.87,1,95.87,2019-02-14 00:00:00.000000000,2023-11-05 14:42:00.000000000,Ewallet,1.44,21.09,74.78,74.78
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,61.24,2,122.47,2019-02-14 00:00:00.000000000,2023-11-05 12:42:00.000000000,Ewallet,1.84,26.94,95.53,47.77
285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,25.98,3,77.93,2019-02-15 00:00:00.000000000,2023-11-05 17:47:00.000000000,Credit card,2.34,11.69,66.24,22.08
227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,76.48,7,535.37,2019-02-15 00:00:00.000000000,2023-11-05 12:44:00.000000000,Cash,0.0,133.84,401.53,57.36
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,18.66,5,93.29,2019-02-15 00:00:00.000000000,2023-11-05 12:42:00.000000000,Credit card,2.8,16.79,76.5,15.3
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,73.46,8,587.66,2019-02-15 00:00:00.000000000,2023-11-05 17:01:00.000000000,Credit card,17.63,105.78,481.88,60.24
372-94-8041,A,Yangon,Normal,Male,Health and beauty,16.02,6,96.14,2019-02-15 00:00:00.000000000,2023-11-05 18:03:00.000000000,Ewallet,1.44,21.15,74.99,12.5
873-95-4984,B,Mandalay,Member,Female,Health and beauty,80.75,7,565.22,2019-02-15 00:00:00.000000000,2023-11-05 20:21:00.000000000,Cash,0.0,124.35,440.87,62.98
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,104.27,10,1042.65,2019-02-15 00:00:00.000000000,2023-11-05 14:53:00.000000000,Credit card,31.28,260.66,781.99,78.2
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,84.5,3,253.51,2019-02-15 00:00:00.000000000,2023-11-05 12:31:00.000000000,Cash,0.0,63.38,190.13,63.38
710-46-4433,B,Mandalay,Member,Female,Food and beverages,81.27,9,731.43,2019-02-15 00:00:00.000000000,2023-11-05 14:15:00.000000000,Credit card,21.94,87.77,643.66,71.52
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,103.78,1,103.78,2019-02-15 00:00:00.000000000,2023-11-05 11:21:00.000000000,Cash,0.0,15.57,88.21,88.21
246-11-3901,C,Naypyitaw,Normal,Male,Electronic accessories,34.44,10,344.4,2019-02-15 00:00:00.000000000,2023-11-05 12:12:00.000000000,Cash,0.0,51.66,292.74,29.27
152-68-2907,A,Yangon,Normal,Male,Food and beverages,54.81,3,164.43,2019-02-15 00:00:00.000000000,2023-11-05 13:30:00.000000000,Credit card,4.93,19.73,144.7,48.23
556-41-6224,C,Naypyitaw,Normal,Female,Health and beauty,35.32,8,282.58,2019-02-15 00:00:00.000000000,2023-11-05 17:10:00.000000000,Credit card,8.48,62.17,220.41,27.55
305-03-2383,A,Yangon,Normal,Female,Food and beverages,70.46,3,211.37,2019-02-15 00:00:00.000000000,2023-11-05 10:36:00.000000000,Cash,0.0,25.36,186.01,62.0
400-80-4065,C,Naypyitaw,Member,Female,Health and beauty,71.98,4,287.91,2019-02-15 00:00:00.000000000,2023-11-05 20:21:00.000000000,Credit card,8.64,63.34,224.57,56.14
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,54.54,3,163.61,2019-02-15 00:00:00.000000000,2023-11-05 15:21:00.000000000,Cash,0.0,40.9,122.71,40.9
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,60.47,6,362.82,2019-02-15 00:00:00.000000000,2023-11-05 13:51:00.000000000,Cash,0.0,79.82,283.0,47.17
321-49-7382,B,Mandalay,Member,Male,Sports and travel,92.73,1,92.73,2019-02-15 00:00:00.000000000,2023-11-05 17:38:00.000000000,Credit card,2.78,13.91,78.82,78.82
431-66-2305,B,Mandalay,Normal,Male,Electronic accessories,92.66,9,833.96,2019-02-15 00:00:00.000000000,2023-11-05 20:51:00.000000000,Credit card,25.02,125.09,708.87,78.76
541-89-9863,C,Naypyitaw,Member,Male,Clothes and accessories,1.72,4,6.88,2019-02-15 00:00:00.000000000,2023-11-05 12:35:00.000000000,Cash,1.78,0.48,6.4,1.6
279-62-1443,B,Mandalay,Normal,Female,Clothes and accessories,259.28,1,259.28,2019-02-15 00:00:00.000000000,2023-11-05 12:46:00.000000000,Cash,4.81,18.15,241.13,241.13
831-64-0253,C,Naypyitaw,Member,Female,Clothes and accessories,89.34,5,446.72,2019-02-15 00:00:00.000000000,2023-11-05 10:52:00.000000000,Ewallet,2.31,31.27,415.45,83.09
837-55-7228,C,Naypyitaw,Member,Female,Clothes and accessories,60.7,2,121.4,2019-02-15 00:00:00.000000000,2023-11-05 18:21:00.000000000,Credit card,8.29,8.5,112.9,56.45
241-72-9525,B,Mandalay,Normal,Male,Sports and travel,54.51,10,545.06,2019-02-16 00:00:00.000000000,2023-11-05 12:21:00.000000000,Cash,0.0,81.76,463.3,46.33
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,102.68,7,718.76,2019-02-16 00:00:00.000000000,2023-11-05 17:30:00.000000000,Ewallet,10.78,179.69,539.07,77.01
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,95.92,1,95.92,2019-02-16 00:00:00.000000000,2023-11-05 15:42:00.000000000,Cash,0.0,23.98,71.94,71.94
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.65,5,63.26,2019-02-16 00:00:00.000000000,2023-11-05 15:53:00.000000000,Ewallet,0.95,9.49,53.77,10.75
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,63.19,4,252.76,2019-02-16 00:00:00.000000000,2023-11-05 18:04:00.000000000,Credit card,7.58,63.19,189.57,47.39
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,50.1,6,300.57,2019-02-16 00:00:00.000000000,2023-11-05 14:19:00.000000000,Ewallet,4.51,66.13,234.44,39.07
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,38.34,9,345.02,2019-02-16 00:00:00.000000000,2023-11-05 10:52:00.000000000,Cash,0.0,86.26,258.76,28.75
873-14-6353,A,Yangon,Member,Male,Food and beverages,26.06,7,182.43,2019-02-16 00:00:00.000000000,2023-11-05 10:33:00.000000000,Credit card,5.47,21.89,160.54,22.93
598-06-7310,B,Mandalay,Member,Male,Clothes and accessories,2.34,3,7.03,2019-02-16 00:00:00.000000000,2023-11-05 15:49:00.000000000,Cash,0.0,0.49,6.54,2.18
582-52-8069,C,Naypyitaw,Member,Female,Clothes and accessories,39.46,8,315.65,2019-02-16 00:00:00.000000000,2023-11-05 10:58:00.000000000,Cash,1.37,22.1,293.55,36.69
308-81-0530,B,Mandalay,Normal,Female,Clothes and accessories,38.64,4,154.54,2019-02-16 00:00:00.000000000,2023-11-05 17:21:00.000000000,Credit card,5.28,10.82,143.72,35.93
636-48-8204,A,Yangon,Normal,Male,Electronic accessories,36.29,5,181.44,2019-02-17 00:00:00.000000000,2023-11-05 11:15:00.000000000,Ewallet,2.72,27.22,154.22,30.84
590-83-4591,B,Mandalay,Member,Male,Electronic accessories,91.82,6,550.94,2019-02-17 00:00:00.000000000,2023-11-05 14:40:00.000000000,Credit card,16.53,82.64,468.3,78.05
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,74.96,5,374.8,2019-02-17 00:00:00.000000000,2023-11-05 19:57:00.000000000,Credit card,11.24,44.98,329.82,65.96
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,12.4,5,62.0,2019-02-17 00:00:00.000000000,2023-11-05 18:06:00.000000000,Cash,0.0,9.3,52.7,10.54
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,93.23,8,745.84,2019-02-17 00:00:00.000000000,2023-11-05 17:09:00.000000000,Cash,0.0,134.25,611.59,76.45
634-97-8956,A,Yangon,Normal,Male,Food and beverages,34.55,3,103.64,2019-02-17 00:00:00.000000000,2023-11-05 17:27:00.000000000,Credit card,3.11,12.44,91.2,30.4
612-36-5536,A,Yangon,Member,Male,Food and beverages,85.01,8,680.06,2019-02-17 00:00:00.000000000,2023-11-05 11:12:00.000000000,Credit card,20.4,81.61,598.45,74.81
827-77-7633,A,Yangon,Normal,Male,Sports and travel,102.99,9,926.95,2019-02-17 00:00:00.000000000,2023-11-05 19:41:00.000000000,Cash,0.0,139.04,787.91,87.55
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,48.99,9,440.94,2019-02-17 00:00:00.000000000,2023-11-05 19:11:00.000000000,Ewallet,6.61,66.14,374.8,41.64
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,47.65,3,142.95,2019-02-17 00:00:00.000000000,2023-11-05 13:34:00.000000000,Credit card,4.29,35.74,107.21,35.74
785-96-0615,B,Mandalay,Member,Female,Electronic accessories,37.53,8,300.22,2019-02-17 00:00:00.000000000,2023-11-05 15:28:00.000000000,Ewallet,4.5,45.03,255.19,31.9
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,71.39,7,499.73,2019-02-17 00:00:00.000000000,2023-11-05 16:50:00.000000000,Ewallet,7.5,74.96,424.77,60.68
131-70-8179,A,Yangon,Member,Female,Health and beauty,96.69,3,290.08,2019-02-17 00:00:00.000000000,2023-11-05 16:27:00.000000000,Cash,0.0,63.82,226.26,75.42
597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,94.73,3,284.19,2019-02-18 00:00:00.000000000,2023-11-05 19:39:00.000000000,Cash,0.0,71.05,213.14,71.05
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,36.14,6,216.85,2019-02-18 00:00:00.000000000,2023-11-05 15:39:00.000000000,Cash,0.0,39.03,177.82,29.64
278-97-7759,A,Yangon,Member,Female,Electronic accessories,65.6,1,65.6,2019-02-18 00:00:00.000000000,2023-11-05 20:29:00.000000000,Cash,0.0,9.84,55.76,55.76
787-15-1757,C,Naypyitaw,Member,Female,Health and beauty,46.27,4,185.09,2019-02-18 00:00:00.000000000,2023-11-05 16:28:00.000000000,Ewallet,2.78,40.72,144.37,36.09
764-44-8999,B,Mandalay,Normal,Female,Health and beauty,15.5,2,31.0,2019-02-18 00:00:00.000000000,2023-11-05 14:42:00.000000000,Ewallet,0.47,6.82,24.18,12.09
652-49-6720,C,Naypyitaw,Member,Male,Electronic accessories,64.0,1,64.0,2019-02-18 00:00:00.000000000,2023-11-05 11:40:00.000000000,Ewallet,0.96,9.6,54.4,54.4
849-09-3807,A,Yangon,Member,Female,Fashion accessories,92.76,7,649.3,2019-02-18 00:00:00.000000000,2023-11-05 13:28:00.000000000,Cash,0.0,162.33,486.97,69.57
597-78-7909,C,Naypyitaw,Normal,Male,Clothes and accessories,17.17,5,85.84,2019-02-18 00:00:00.000000000,2023-11-05 19:51:00.000000000,Cash,0.0,6.01,79.83,15.97
135-84-8016,A,Yangon,Member,Female,Clothes and accessories,35.18,9,316.6,2019-02-18 00:00:00.000000000,2023-11-05 16:15:00.000000000,Ewallet,1.35,22.16,294.44,32.72
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,43.3,4,173.21,2019-02-19 00:00:00.000000000,2023-11-05 16:23:00.000000000,Cash,0.0,20.79,152.42,38.11
752-23-3760,B,Mandalay,Member,Female,Sports and travel,67.28,7,470.99,2019-02-19 00:00:00.000000000,2023-11-05 19:29:00.000000000,Credit card,14.13,70.65,400.34,57.19
868-06-0466,A,Yangon,Member,Male,Electronic accessories,73.06,9,657.53,2019-02-19 00:00:00.000000000,2023-11-05 19:38:00.000000000,Credit card,19.73,98.63,558.9,62.1
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,81.51,9,733.6,2019-02-19 00:00:00.000000000,2023-11-05 15:14:00.000000000,Ewallet,11.0,110.04,623.56,69.28
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,22.89,8,183.12,2019-02-19 00:00:00.000000000,2023-11-05 19:24:00.000000000,Cash,0.0,40.29,142.83,17.85
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,75.49,8,603.88,2019-02-19 00:00:00.000000000,2023-11-05 11:33:00.000000000,Ewallet,9.06,90.58,513.3,64.16
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,103.41,2,206.81,2019-02-19 00:00:00.000000000,2023-11-05 10:12:00.000000000,Ewallet,3.1,51.7,155.11,77.56
449-16-6770,A,Yangon,Normal,Female,Health and beauty,53.33,5,266.65,2019-02-19 00:00:00.000000000,2023-11-05 14:53:00.000000000,Credit card,8.0,58.66,207.99,41.6
384-59-6655,A,Yangon,Member,Female,Food and beverages,103.59,9,932.34,2019-02-19 00:00:00.000000000,2023-11-05 15:07:00.000000000,Cash,0.0,111.88,820.46,91.16
409-33-9703,A,Yangon,Normal,Male,Clothes and accessories,1.87,2,3.74,2019-02-19 00:00:00.000000000,2023-11-05 10:12:00.000000000,Ewallet,1.39,0.26,3.48,1.74
191-29-0324,A,Yangon,Normal,Female,Clothes and accessories,9.24,11,101.66,2019-02-19 00:00:00.000000000,2023-11-05 18:59:00.000000000,Credit card,2.62,7.12,94.54,8.59
692-92-5582,B,Mandalay,Member,Female,Food and beverages,57.58,3,172.75,2019-02-20 00:00:00.000000000,2023-11-05 13:27:00.000000000,Credit card,5.18,20.73,152.02,50.67
782-95-9291,A,Yangon,Member,Male,Food and beverages,96.9,5,484.52,2019-02-20 00:00:00.000000000,2023-11-05 15:55:00.000000000,Credit card,14.54,58.14,426.38,85.28
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,41.9,10,418.95,2019-02-20 00:00:00.000000000,2023-11-05 15:24:00.000000000,Credit card,12.57,50.27,368.68,36.87
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,70.01,5,350.07,2019-02-20 00:00:00.000000000,2023-11-05 18:01:00.000000000,Cash,0.0,77.02,273.05,54.61
725-56-0833,A,Yangon,Normal,Female,Health and beauty,33.94,10,339.36,2019-02-20 00:00:00.000000000,2023-11-05 16:49:00.000000000,Credit card,10.18,74.66,264.7,26.47
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,63.32,4,253.26,2019-02-20 00:00:00.000000000,2023-11-05 18:43:00.000000000,Cash,0.0,30.39,222.87,55.72
779-42-2410,B,Mandalay,Member,Male,Food and beverages,60.63,3,181.88,2019-02-20 00:00:00.000000000,2023-11-05 13:06:00.000000000,Ewallet,2.73,21.83,160.05,53.35
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,39.58,2,79.15,2019-02-20 00:00:00.000000000,2023-11-05 15:29:00.000000000,Ewallet,1.19,14.25,64.9,32.45
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,90.58,1,90.58,2019-02-20 00:00:00.000000000,2023-11-05 13:24:00.000000000,Ewallet,1.36,16.3,74.28,74.28
311-13-6971,B,Mandalay,Member,Male,Sports and travel,33.59,10,335.9,2019-02-20 00:00:00.000000000,2023-11-05 15:18:00.000000000,Credit card,10.08,50.39,285.51,28.55
319-74-2561,A,Yangon,Member,Male,Electronic accessories,99.37,3,298.12,2019-02-21 00:00:00.000000000,2023-11-05 16:55:00.000000000,Cash,0.0,44.72,253.4,84.47
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,13.17,1,13.17,2019-02-21 00:00:00.000000000,2023-11-05 12:38:00.000000000,Cash,0.0,3.29,9.88,9.88
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,77.51,4,310.04,2019-02-21 00:00:00.000000000,2023-11-05 18:31:00.000000000,Cash,0.0,77.51,232.53,58.13
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,103.74,2,207.48,2019-02-21 00:00:00.000000000,2023-11-05 11:39:00.000000000,Cash,0.0,31.12,176.36,88.18
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,87.84,5,439.22,2019-02-21 00:00:00.000000000,2023-11-05 10:26:00.000000000,Cash,0.0,96.63,342.59,68.52
503-21-4385,B,Mandalay,Member,Male,Health and beauty,41.91,3,125.72,2019-02-21 00:00:00.000000000,2023-11-05 12:40:00.000000000,Ewallet,1.89,27.66,98.06,32.69
269-04-5758,B,Mandalay,Member,Male,Clothes and accessories,22.4,6,134.42,2019-02-21 00:00:00.000000000,2023-11-05 18:41:00.000000000,Cash,0.0,9.41,125.01,20.84
709-58-4061,C,Naypyitaw,Member,Female,Clothes and accessories,0.65,10,6.52,2019-02-21 00:00:00.000000000,2023-11-05 14:44:00.000000000,Cash,0.09,0.46,6.06,0.61
488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,31.93,1,31.93,2019-02-22 00:00:00.000000000,2023-11-05 10:36:00.000000000,Credit card,0.96,3.83,28.1,28.1
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,100.26,7,701.85,2019-02-22 00:00:00.000000000,2023-11-05 18:17:00.000000000,Ewallet,10.53,105.28,596.57,85.22
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,41.74,5,208.69,2019-02-22 00:00:00.000000000,2023-11-05 10:43:00.000000000,Ewallet,3.13,52.17,156.52,31.3
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,49.81,1,49.81,2019-02-22 00:00:00.000000000,2023-11-05 18:19:00.000000000,Credit card,1.49,12.45,37.36,37.36
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,57.03,9,513.23,2019-02-22 00:00:00.000000000,2023-11-05 10:49:00.000000000,Cash,0.0,128.31,384.92,42.77
807-14-7833,A,Yangon,Member,Male,Electronic accessories,18.29,10,182.91,2019-02-22 00:00:00.000000000,2023-11-05 12:30:00.000000000,Ewallet,2.74,27.44,155.47,15.55
864-24-7918,A,Yangon,Member,Female,Sports and travel,25.72,10,257.15,2019-02-22 00:00:00.000000000,2023-11-05 15:15:00.000000000,Cash,0.0,38.57,218.58,21.86
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,72.42,3,217.26,2019-02-22 00:00:00.000000000,2023-11-05 11:26:00.000000000,Ewallet,3.26,39.11,178.15,59.38
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,13.37,2,26.73,2019-02-22 00:00:00.000000000,2023-11-05 12:10:00.000000000,Credit card,0.8,4.81,21.92,10.96
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,18.37,10,183.65,2019-02-22 00:00:00.000000000,2023-11-05 18:35:00.000000000,Ewallet,2.75,45.91,137.74,13.77
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,69.11,1,69.11,2019-02-22 00:00:00.000000000,2023-11-05 15:33:00.000000000,Cash,0.0,12.44,56.67,56.67
247-11-2478,B,Mandalay,Normal,Female,Clothes and accessories,26.03,4,104.1,2019-02-22 00:00:00.000000000,2023-11-05 16:28:00.000000000,Credit card,2.8,7.29,96.81,24.2
225-98-1491,B,Mandalay,Normal,Female,Clothes and accessories,8.28,3,24.85,2019-02-22 00:00:00.000000000,2023-11-05 13:09:00.000000000,Credit card,2.13,1.74,23.11,7.7
607-76-6217,B,Mandalay,Normal,Female,Clothes and accessories,45.48,5,227.41,2019-02-22 00:00:00.000000000,2023-11-05 16:43:00.000000000,Credit card,0.88,15.92,211.49,42.3
787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,84.38,4,337.51,2019-02-23 00:00:00.000000000,2023-11-05 18:45:00.000000000,Credit card,10.13,40.5,297.01,74.25
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,15.71,8,125.66,2019-02-23 00:00:00.000000000,2023-11-05 12:29:00.000000000,Cash,0.0,18.85,106.81,13.35
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,37.68,1,37.68,2019-02-23 00:00:00.000000000,2023-11-05 16:52:00.000000000,Credit card,1.13,4.52,33.16,33.16
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,61.31,7,429.17,2019-02-23 00:00:00.000000000,2023-11-05 19:49:00.000000000,Credit card,12.88,64.38,364.79,52.11
695-09-5146,B,Mandalay,Member,Female,Food and beverages,103.73,3,311.19,2019-02-23 00:00:00.000000000,2023-11-05 20:00:00.000000000,Ewallet,4.67,37.34,273.85,91.28
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,18.87,4,75.47,2019-02-23 00:00:00.000000000,2023-11-05 20:43:00.000000000,Ewallet,1.13,16.6,58.87,14.72
274-05-5470,A,Yangon,Member,Female,Food and beverages,77.14,4,308.57,2019-02-23 00:00:00.000000000,2023-11-05 18:30:00.000000000,Cash,0.0,37.03,271.54,67.89
831-81-6575,B,Mandalay,Member,Male,Electronic accessories,79.37,9,714.33,2019-02-23 00:00:00.000000000,2023-11-05 11:12:00.000000000,Cash,0.0,107.15,607.18,67.46
315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,77.24,10,772.38,2019-02-24 00:00:00.000000000,2023-11-05 11:38:00.000000000,Ewallet,11.59,139.03,633.35,63.34
803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,58.52,6,351.1,2019-02-24 00:00:00.000000000,2023-11-05 10:55:00.000000000,Ewallet,5.27,63.2,287.9,47.98
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,60.85,6,365.09,2019-02-24 00:00:00.000000000,2023-11-05 13:02:00.000000000,Cash,0.0,54.76,310.33,51.72
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,25.98,10,259.77,2019-02-24 00:00:00.000000000,2023-11-05 16:44:00.000000000,Cash,0.0,38.97,220.8,22.08
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,87.96,2,175.92,2019-02-24 00:00:00.000000000,2023-11-05 19:57:00.000000000,Cash,0.0,43.98,131.94,65.97
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.67,5,53.34,2019-02-24 00:00:00.000000000,2023-11-05 13:08:00.000000000,Ewallet,0.8,11.73,41.61,8.32
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,42.27,10,422.73,2019-02-24 00:00:00.000000000,2023-11-05 18:06:00.000000000,Credit card,12.68,63.41,359.32,35.93
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,50.07,2,100.13,2019-02-24 00:00:00.000000000,2023-11-05 10:10:00.000000000,Credit card,3.0,18.02,82.11,41.06
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,27.75,8,222.01,2019-02-24 00:00:00.000000000,2023-11-05 14:26:00.000000000,Ewallet,3.33,26.64,195.37,24.42
355-53-5943,A,Yangon,Member,Female,Electronic accessories,72.28,6,433.69,2019-02-25 00:00:00.000000000,2023-11-05 14:36:00.000000000,Ewallet,6.51,65.05,368.64,61.44
300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,90.34,5,451.71,2019-02-25 00:00:00.000000000,2023-11-05 11:24:00.000000000,Ewallet,6.78,67.76,383.95,76.79
871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,98.84,5,494.18,2019-02-25 00:00:00.000000000,2023-11-05 19:39:00.000000000,Credit card,14.83,123.55,370.63,74.13
275-28-0149,A,Yangon,Normal,Male,Sports and travel,66.87,1,66.87,2019-02-25 00:00:00.000000000,2023-11-05 16:21:00.000000000,Cash,0.0,10.03,56.84,56.84
505-02-0892,B,Mandalay,Member,Female,Health and beauty,44.7,8,357.59,2019-02-25 00:00:00.000000000,2023-11-05 14:12:00.000000000,Ewallet,5.36,78.67,278.92,34.87
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,51.04,1,51.04,2019-02-25 00:00:00.000000000,2023-11-05 15:31:00.000000000,Cash,0.0,6.12,44.92,44.92
502-05-1910,A,Yangon,Normal,Female,Health and beauty,68.44,3,205.32,2019-02-25 00:00:00.000000000,2023-11-05 20:35:00.000000000,Credit card,6.16,45.17,160.15,53.38
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,92.87,1,92.87,2019-02-25 00:00:00.000000000,2023-11-05 16:36:00.000000000,Credit card,2.79,13.93,78.94,78.94
719-89-8991,A,Yangon,Member,Female,Sports and travel,95.98,5,479.9,2019-02-25 00:00:00.000000000,2023-11-05 16:03:00.000000000,Ewallet,7.2,71.99,407.91,81.58
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,76.7,4,306.81,2019-02-25 00:00:00.000000000,2023-11-05 17:16:00.000000000,Credit card,9.2,76.7,230.11,57.53
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,86.14,5,430.71,2019-02-25 00:00:00.000000000,2023-11-05 17:16:00.000000000,Credit card,12.92,77.53,353.18,70.64
636-17-0325,B,Mandalay,Normal,Male,Health and beauty,65.7,4,262.79,2019-02-25 00:00:00.000000000,2023-11-05 18:37:00.000000000,Cash,0.0,57.81,204.98,51.25
866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,55.43,10,554.3,2019-02-25 00:00:00.000000000,2023-11-05 11:58:00.000000000,Ewallet,8.31,83.15,471.15,47.12
608-05-3804,B,Mandalay,Member,Male,Electronic accessories,41.74,1,41.74,2019-02-25 00:00:00.000000000,2023-11-05 20:19:00.000000000,Cash,0.0,6.26,35.48,35.48
